	QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER	PREDICTED_ANSWER	PREDICTION
112	When water is heated and it is rising into the air as a gas (like water vapor), this is called: 	water	None	heated	vapor	None	evaporation	Surface water is evaporated from the earth by the energy of the sun.	Surface water	energy of the sun	evaporated		from the earth	1.0		0.0	0.0		evaporation	evaporation	True
113	When water is heated and it is rising into the air as a gas (like water vapor), this is called: 	water	None	heated	vapor	None	evaporation	The change of a liquid into a vapor at a temperature below the boiling point.	liquid	temperature below the boiling point	change	vapor	None	0.135162572564		0.173333333333	1.0		evaporation	evaporation	True
114	When water is heated and it is rising into the air as a gas (like water vapor), this is called: 	water	None	heated	vapor	None	evaporation	The change of state from water to water vapor is called evaporation.	water	None	change of state | evaporation	water vapor	None	1.0		0.037422783888199994	1.0		evaporation	evaporation	True
115	When water is heated and it is rising into the air as a gas (like water vapor), this is called: 	water	None	heated	vapor	None	evaporation	The changing of a liquid into a gas, often under the influence of heat (as in the boiling of water).	liquid	heat	changing	gas	None	0.135162572564		0.173333333333	0.825826069637		evaporation	evaporation	True
116	When water is heated and it is rising into the air as a gas (like water vapor), this is called: 	water	None	heated	vapor	None	evaporation	The energy from the sun heated the water and caused it to evaporate - change from liquid water to water vapor.	liquid water	energy from the sun	change | evaporate	water vapor	None	1.0		0.0563171307151	1.0		evaporation	evaporation	True
117	When water is heated and it is rising into the air as a gas (like water vapor), this is called: 	water	None	heated	vapor	None	evaporation	The process of liquid water changing into water vapor is called evaporation.	liquid water	None	process | evaporation | changing	water vapor	None	1.0		0.043411746393599994	1.0		evaporation	evaporation	True
118	When water is heated and it is rising into the air as a gas (like water vapor), this is called: 	water	None	heated	vapor	None	evaporation	The water evaporated back into water vapor in the air.	water	None	evaporated	water vapor	in the air	1.0		0.0	1.0		evaporation	evaporation	True
119	When water is heated and it is rising into the air as a gas (like water vapor), this is called: 	water	None	heated	vapor	None	evaporation	Water evaporates as water vapor into the air.	Water	None	evaporates	water vapor	into the air	1.0		0.0	1.0		evaporation	evaporation	True
120	When water is heated and it is rising into the air as a gas (like water vapor), this is called: 	water	None	heated	vapor	None	evaporation	Water from the oceans enters the atmosphere through evaporation.	Water	None	evaporation		the atmosphere	1.0		0.0	0.0		evaporation	evaporation	True
121	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	mimicry	The last method of camouflage animals might use is called mimicry.	animals	None	camouflage | mimicry	None	None						camouflage	mimicry	False
122	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	mimicry	Animals use concealing or disruptive coloration, disguise, and mimicry to protect themselves.	Animals	None	mimicry	protect themselves	None						camouflage	mimicry	False
123	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	mimicry	Other flowers use mimicry to attract pollinators.	flowers	None	mimicry	attract pollinators	None						camouflage	mimicry	False
124	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	mimicry	Predators may also use mimicry to lure their prey, however.	Predators	None	mimicry	lure their prey	None						camouflage	mimicry	False
125	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	mimicry	The resemblance of one organism to another or to an object in its surroundings for concealment and protection from predators.	organism	None	resemblance	concealment protection from predators	None						camouflage	mimicry	False
126	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	camouflage	Some animals use camouflage to hide from their enemies.	animals	None	camouflage	hide from their enemies	None						camouflage	mimicry	False
127	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	camouflage	Most animals of the open sea use at least one of these methods to camouflage themselves.	animals	None	camouflage	None	None						camouflage	mimicry	False
128	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	camouflage	Prey animals often use camouflage to hide from predators.	animals	None	camouflage	hide from predators	None						camouflage	mimicry	False
129	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	camouflage	There are four basic ways animals camouflage themselves.	animals	None	camouflage	None	None						camouflage	mimicry	False
130	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	camouflage	An example of animals that uses both aggressive and defensive camouflage is octopuses.	animals octopuses	None	camouflage	None	aggressive | defensive						camouflage	mimicry	False
131	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals	None	change color | camouflage	can not be easily seen	None						camouflage	mimicry	False
132	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	camouflage	Camouflage is the use of any combination of materials, coloration or illumination for concealment	None	None	use of any combination of materials, coloration or illumination	concealment	None						camouflage	mimicry	False
133	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	camouflage	Camouflage is an adaptation that helps many animals avoid detection by predators or prey because it allows them to blend in to their natural environments.	animals	avoid detection by predators or prey	adaptation	blend in to their natural environments	None						camouflage	mimicry	False
134	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	camouflage	Structural adaptation that enables species to blend with their surroundings	species	None	adaptation	blend with their surroundings	None						camouflage	mimicry	False
135	"<span class=""blank""> </span> is an animal's color or pattern that helps it blend in with its surroundings. "	None	None	None	None	None	camouflage	A primary defense against predators throughout the animal kingdom (and against the enemy during human warfare) is to avoid detection or recognition through camouflage	animal	primary defense against predators	camouflage	avoid detection or recognition	None						camouflage	mimicry	False
