QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						evaporation	The change of state from water to water vapor is called evaporation.						nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						evaporation	The changing of a liquid into a gas, often under the influence of heat (as in the boiling of water).			changing|boiling	boiling		nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						evaporation	The energy from the sun heated the water and caused it to evaporate - change from liquid water to water vapor.						nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						evaporation	The process of liquid water changing into water vapor is called evaporation.						nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						evaporation	The water evaporated back into water vapor in the air.	water		evaporated	water	in the air	nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						evaporation	Water evaporates as water vapor into the air.					into the air	nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						evaporation	Water from the oceans enters the atmosphere through evaporation.					the atmosphere	nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						condensation	Condensation is defined as the phase change from gas (vapor) to liquid.						nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						condensation	condensation is the process in which water vapor in the air is changed into liquid water.					in the air	nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						condensation	Water vapour condenses to liquid water.						nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						condensation	Water drops on the outside of a cold glass of water are condensed water.					cold glass of water	nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						condensation	The water in a cloud comes from water vapor in the air that has condensed.						nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						condensation	The condensed water molecules form liquid water droplets.						nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						transpiration	Most of the available water is used in transpiration to pull nutrients into the plant.						nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						transpiration	During transpiration, the plant loses water.						nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						transpiration	Water and its Movement Through the Plant Roughly 90% of the water that enters a plant is lost via transpiration.	Water|plant	Plant|water	transpiration			nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						transpiration	The main driving force of water uptake and transport into a plant is transpiration of water from leaves.	water|plant|water|leaves	force	transpiration			nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						transpiration	Part of the water cycle that involves the loss of water from plants due to evaporation.	water|water|plants		Part	cycle|due|evaporation		nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						humidity	High humidity in air may cause condensation of water.	air|water		humidity			nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						humidity	The water in the bowl will bubble increasing humidity and keeping the water fresh.						nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						humidity	The humidity in the air is a measure of the amount of water vapor suspended within it.	water		humidity		amount of water vapor	nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						humidity	Water in the Atmosphere Water exists in the atmosphere as vapor, such as clouds and humidity.						nan	nan	nan	nan	nan	evaporation
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						humidity	humidity The amount of water vapor in the air, sometimes used synonymously with relative humidity.	water		humidity	relative humidity	amount of water vapor	nan	nan	nan	nan	nan	evaporation
<span class="blank"> </span> refers to the movement of Earth around the sun. 			refers		around the sun	rotation	A traditional element of crop rotation is the replenishment of nitrogen through the use of green manure in sequence with cereals and other crops						nan	nan	0	nan	0	revolution
<span class="blank"> </span> refers to the movement of Earth around the sun. 			refers		around the sun	rotation	Crop rotation is a systematic approach to deciding which crop to plant where in your vegetable garden from one year to the next.						nan	nan	0	nan	0	revolution
<span class="blank"> </span> refers to the movement of Earth around the sun. 			refers		around the sun	rotation	Crop rotation is the practice of growing a series of dissimilar/different types of crops in the same area in sequential seasons.	seasons	series|types|area	Crop|growing	series|crops		nan	nan	0	nan	0	revolution
<span class="blank"> </span> refers to the movement of Earth around the sun. 			refers		around the sun	rotation	In farming, 'crop rotation' is the when the same land is used to grow different crops season after season.						nan	nan	0	nan	0	revolution
<span class="blank"> </span> refers to the movement of Earth around the sun. 			refers		around the sun	rotation	The practice of planting nonlegumes one year and legumes in alternating years to restore concentrations of fixed nitrogen in the soil.						nan	nan	0	nan	0	revolution
<span class="blank"> </span> refers to the movement of Earth around the sun. 			refers		around the sun	rotation	The Earth rotates, or spins, on its axis once every 24 hours.						nan	nan	0	nan	0	revolution
