	QUESTION	QUESTION UNDERGOER	QUESTION ENABLER	QUESTION TRIGGER	QUESTION RESULT	QUESTION UNDERSPECIFIED	ANSWER CHOICE	ANSWER SENTENCE	ANSWER UNDERGOER	ANSWER ENABLER	ANSWER TRIGGER	ANSWER RESULT	ANSWER UNDERSPECIFIED	UNDERGOER SCORE	ENABLER SCORE	TRIGGER SCORE	RESULT SCORE	UNDERSPECIFIED SCORE	CORRECT ANSWER	PREDICTED ANSWER	PREDICTION
1223	mixing lemonade powder into water 		water	mixing	powder		chemical change	A change at the molecular, atomic or subcellular level in an organism.	organism		change	level			0.0	0.21484375	0.0		physical change	physical change	True
1224	mixing lemonade powder into water 		water	mixing	powder		chemical change	A chemical reaction is a process in which one or more substances are converted into other substances.							0.0	0.0	0.0		physical change	physical change	True
1225	mixing lemonade powder into water 		water	mixing	powder		chemical change	Chemical changes occur when a substance combines with another to form a new substance, called synthesis or, alternatively, decomposes into two or more different substances							0.0	0.0	0.0		physical change	physical change	True
1226	mixing lemonade powder into water 		water	mixing	powder		chemical change	Chemical reactions are usually characterized by a chemical change, and they yield one or more products, which usually have properties different from the reactants					products		0.0	0.0	0.0		physical change	physical change	True
1227	mixing lemonade powder into water 		water	mixing	powder		chemical change	Chemical reactions can be either spontaneous, requiring no input of energy, or non-spontaneous, typically following the input of some type of energy, such as heat, light or electricity							0.0	0.0	0.0		physical change	physical change	True
1228	When something changes position, it is in? 						motion	Energy: energy an object has when it is in motion.					energy						motion	motion	True
1229	When something changes position, it is in? 						motion	The kinetic energy of an object is the energy it has because of its motion.					Kinetic energy						motion	motion	True
1230	When something changes position, it is in? 						motion	A change of position with respect to time.			change	position|respect to time							motion	motion	True
1231	When something changes position, it is in? 						motion	The act of moving from place to place.		place	moving	place							motion	motion	True
1232	When something changes position, it is in? 						motion	The act or process of changing position or place.			changing								motion	motion	True
1233	When something changes position, it is in? 						acceleration	Earth always produces the same acceleration on every object.											motion	motion	True
1234	When something changes position, it is in? 						acceleration	For example, a cyclist uses chemical energy provided by food to accelerate a bicycle to a chosen speed.											motion	motion	True
1235	When something changes position, it is in? 						acceleration	The change in an objects velocity is called acceleration.	objects		acceleration	change|velocity							motion	motion	True
1236	When something changes position, it is in? 						acceleration	When an object accelerates its velocity is changing.	object		changing								motion	motion	True
1237	When something changes position, it is in? 						acceleration	A change in the speed or direction of a moving object is called acceleration.			acceleration								motion	motion	True
1238	When something changes position, it is in? 						gravity	A simple example of potential energy is the gravitational energy of some water at a height above the Earth.											motion	motion	True
1239	When something changes position, it is in? 						gravity	An example of gravitational energy is water flowing down a waterfall.											motion	motion	True
1240	When something changes position, it is in? 						gravity	The gravitational potential energy of the water is converting to kinetic energy.											motion	motion	True
