	ANSWER_CHOICE	A_DIRECTION	A_ENABLER	A_LOCATION	A_MEDIUM	A_RESULT	A_SOURCE	A_TARGET	A_THEME	A_TRIGGER	A_UNDERGOER	CORRECT_ANSWER	DIRECTION_SCORE	ENABLER_SCORE	LOCATION_SCORE	MEDIUM_SCORE	PREDICTED_ANSWER	PREDICTION	QUESTION	Q_DIRECTION	Q_ENABLER	Q_LOCATION	Q_MEDIUM	Q_RESULT	Q_SOURCE	Q_TARGET	Q_THEME	Q_TRIGGER	Q_UNDERGOER	RESULT_SCORE	SOURCE_SCORE	TARGET_SCORE	THEME_SCORE	TRIGGER_SCORE	UNDERGOER_SCORE
154	evaporation		energy of the sun							evaporated	surface water	condensation					condensation	True	"The process by which a gas changes into a liquid is called <span class=""blank""> </span>. "					liquid				process | changes	gas					0.833333333333	0.0
155	evaporation		temperature below the boiling point			vapor				change	liquid	condensation					condensation	True	"The process by which a gas changes into a liquid is called <span class=""blank""> </span>. "					liquid				process | changes	gas	0.0				1.0	0.0
156	evaporation					water vapor				change of state | evaporation	water	condensation					condensation	True	"The process by which a gas changes into a liquid is called <span class=""blank""> </span>. "					liquid				process | changes	gas	0.135162572564				1.0	0.0
157	evaporation		heat			gas				changing	liquid	condensation					condensation	True	"The process by which a gas changes into a liquid is called <span class=""blank""> </span>. "					liquid				process | changes	gas	0.0				1.0	0.0
158	evaporation		energy from the sun			water vapor				change | evaporate	liquid water	condensation					condensation	True	"The process by which a gas changes into a liquid is called <span class=""blank""> </span>. "					liquid				process | changes	gas	0.135162572564				1.0	0.0
159	evaporation					water vapor				process | evaporation | changing	liquid water	condensation					condensation	True	"The process by which a gas changes into a liquid is called <span class=""blank""> </span>. "					liquid				process | changes	gas	0.135162572564				1.0	0.0
160	evaporation					water vapor				evaporated	water	condensation					condensation	True	"The process by which a gas changes into a liquid is called <span class=""blank""> </span>. "					liquid				process | changes	gas	0.135162572564				0.833333333333	0.0
161	evaporation					water vapor				evaporates	water	condensation					condensation	True	"The process by which a gas changes into a liquid is called <span class=""blank""> </span>. "					liquid				process | changes	gas	0.135162572564				0.833333333333	0.0
162	evaporation									evaporation	water	condensation					condensation	True	"The process by which a gas changes into a liquid is called <span class=""blank""> </span>. "					liquid				process | changes	gas					0.0	0.0
163	carbon cycle					Earth capable of sustaining life						nitrogen cycle					carbon cycle	False	The continuous movement of nitrogen between air, soil, plants and animals. 									continuous movement	nitrogen						
164	carbon cycle										carbon	nitrogen cycle					carbon cycle	False	The continuous movement of nitrogen between air, soil, plants and animals. 									continuous movement	nitrogen						0.0
165	carbon cycle					recycled and reused throughout the biosphere				movement	carbon	nitrogen cycle					carbon cycle	False	The continuous movement of nitrogen between air, soil, plants and animals. 									continuous movement	nitrogen					1.0	0.0
166	carbon cycle					recycled and reused throughout the biosphere and all of its organisms				cycles	carbon	nitrogen cycle					carbon cycle	False	The continuous movement of nitrogen between air, soil, plants and animals. 									continuous movement	nitrogen					0.0	0.0
167	carbon cycle									carbon cycle | exchanged	carbon	nitrogen cycle					carbon cycle	False	The continuous movement of nitrogen between air, soil, plants and animals. 									continuous movement	nitrogen					0.0	0.0
168	nitrogen cycle		biotic | abiotic components							recycled	nitrogen	nitrogen cycle					carbon cycle	False	The continuous movement of nitrogen between air, soil, plants and animals. 									continuous movement	nitrogen					0.0	1.0
169	nitrogen cycle		soil bacteria			compounds				natural process	nitrogen	nitrogen cycle					carbon cycle	False	The continuous movement of nitrogen between air, soil, plants and animals. 									continuous movement	nitrogen					0.0	1.0
170	nitrogen cycle					converted between its various chemical forms				process	nitrogen	nitrogen cycle					carbon cycle	False	The continuous movement of nitrogen between air, soil, plants and animals. 									continuous movement	nitrogen					0.0	1.0
171	conduction		water | air							conducting	energy	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0
172	conduction		materials							conduct	energy	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0
173	conduction									conduction	water | mineral	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0
174	conduction					transferred downward into the water				conduction	warmed surface water	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0
175	conduction									direct transfer	heat	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0
176	friction		move			energy is lost				friction	mechanical waves	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0
177	friction		lack of water							friction		conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	
178	friction					converted to heat				friction	kinetic energy	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0
179	friction					moves				pushing	box	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0
180	friction									friction		conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	
181	friction		force							resistance	surfaces	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0
182	friction		force			stop				friction	box	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0
183	friction		brakes			stop				force exerted	bicycle | car	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0
184	friction									slide over one another	objects	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0981777777778
185	friction		force							resisting | sliding against each other	solid surfaces | fluid layers | material elements	conduction					friction	False	Andy is cooking a piece of ham in a pan. 									cooking	piece of ham					0.0	0.0068250199551199995
