	QUESTION	ANSWER_CHOICE	Q_UNDERGOER	A_UNDERGOER	UNDERGOER_SCORE	Q_ENABLER	A_ENABLER	ENABLER_SCORE	Q_TRIGGER	A_TRIGGER	TRIGGER_SCORE	Q_RESULT	A_RESULT	RESULT_SCORE	CORRECT_ANSWER
148	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	condensation	liquid water	water vapour	0.428477692545				process | becomes	condenses	0.0	gas | water vapor	liquid water	0.428477692545	evaporation
149	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	condensation	liquid water	water	1.0				process | becomes	condensed	0.0	gas | water vapor	water drops	0.448023323615	evaporation
150	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	condensation	liquid water	water vapor	0.428477692545				process | becomes	condensed	0.0	gas | water vapor	water	1.0	evaporation
151	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	condensation	liquid water	water molecules	0.428477692545				process | becomes	condensed | form	0.00818594104308	gas | water vapor	liquid water	0.428477692545	evaporation
152	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	transpiration	liquid water	plant	0.0		water		process | becomes	transpiration	0.0	gas | water vapor			evaporation
153	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	transpiration	liquid water	plant	0.0				process | becomes	transpiration	0.0	gas | water vapor	loses water	0.454844088099	evaporation
154	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	transpiration	liquid water	plant	0.0				process | becomes	transpiration | movement	0.0	gas | water vapor	water that enters a plant is lost	0.157332996387	evaporation
155	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	transpiration	liquid water	plant	0.0				process | becomes	transpiration | uptake	0.0	gas | water vapor			evaporation
156	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	transpiration	liquid water	plants	0.0		evaporation		process | becomes	water cycle	0.0	gas | water vapor	loss of water	0.355667220297	evaporation
157	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	humidity	liquid water	water	1.0		high		process | becomes	humidity	0.0	gas | water vapor	condensation	0.0	evaporation
158	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	humidity	liquid water	water	1.0		bubble		process | becomes	humidity	0.0	gas | water vapor	keeping the water fresh	0.257631222817	evaporation
159	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	humidity	liquid water	air	0.0				process | becomes	humidity	0.0	gas | water vapor			evaporation
160	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	humidity	liquid water	water	1.0				process | becomes	humidity	0.0	gas | water vapor			evaporation
161	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	humidity	liquid water						process | becomes	humidity	0.0	gas | water vapor			evaporation
162	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	rotation	Earth	earth	1.0				movement	rotates | spins	0.08				revolution
163	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	rotation	Earth						movement	move in a circle	1.0				revolution
164	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	rotation	Earth	object	0.150815345461				movement	rotation | circular movement	1.0				revolution
165	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	rotation	Earth	earth	1.0				movement	rotation	0.408163265306				revolution
166	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	rotation	Earth	earth	1.0				movement	rotation	0.408163265306		day and night		revolution
167	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	revolution	Earth				moon | earth		movement	revolves | moving	1.0				revolution
168	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	revolution	Earth				moon | earth		movement	revolves	0.0				revolution
169	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	revolution	Earth				moon		movement	revolves	0.0				revolution
170	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	revolution	Earth				earth		movement	revolves	0.0				revolution
171	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	precipitation	Earth	water	0.0				movement	precipitation | falling	0.0277777777778				revolution
172	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	precipitation	Earth						movement	precipitation	0.0277777777778				revolution
173	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	precipitation	Earth	water	0.0				movement	falls	0.00140625				revolution
174	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	precipitation	Earth	water	0.0				movement	precipitation | falls back	0.0277777777778				revolution
175	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	precipitation	Earth	water	0.0				movement	precipitates	0.0				revolution
176	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	precipitation	Earth	water	0.0				movement	falls | precipitation	0.0277777777778				revolution
177	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	precipitation	Earth	water	0.0				movement	falling	0.00140625				revolution
178	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	precipitation	Earth	water vapour	0.0				movement	falling	0.00140625				revolution
179	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	precipitation	Earth	water vapour	0.0		gravity		movement	falls | precipitation	0.0277777777778				revolution
180	"<span class=""blank""> </span> refers to the movement of Earth around the sun. "	precipitation	Earth	liquid | solid water	0.0				movement	fall | precipitation	0.0277777777778		reach the ground		revolution
181	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	shedding	snake				peeling or shedding or coming off			loss		loses its outer skin	bits of outer skin | scales	0.54944785576	molting
182	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	shedding	snake	plant	0.0		when ripe			letting fall | casting off | parting with something		loses its outer skin	its seed | covering husk	0.189034269757	molting
183	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	shedding	snake							shedding | separating | casting off or out		loses its outer skin			molting
184	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	loosening	snake	something	0.0					make		loses its outer skin	less tight or firm	0.0	molting
185	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	molting	snake	arthropods	0.0					molt		loses its outer skin			molting
186	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	molting	snake	ecdysozoans	0.0					process		loses its outer skin	exoskeleton is shed	0.0	molting
187	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	molting	snake	reptiles |  arthropods	0.0738104735535					shedding		loses its outer skin			molting
188	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	molting	snake	animal	0.1764					process		loses its outer skin	sheds |  replaces the outer covering of the body	0.292459624696	molting
189	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	molting	snake	animal	0.1764					process		loses its outer skin	shedding of the cuticle	0.028554247896	molting
190	The continuous transfer of carbon between the atmosphere and organisms 	carbon cycle	carbon						continuous transfer				Earth capable of sustaining life		carbon cycle
